note: This is not a comprehensive list of all Taco Bells. This is a list of all locations that have a store page on tacobell.com,,,,,,,,,,,,,,
data is current as of 28 August 2017,,,,,,,,,,,,,,
storeid,name,location-name,address,city,state,zip,phone,latitude,longitude,drive-thru,open-late,delivery,breakfast,combo w/
028955,Taco Bell #028955 - 392 Main St,392 Main St,392 Main St,Danbury,CT,6810,(203) 730-0332,41.40207072,-73.45945016,yes,yes,no,yes,
028956,Taco Bell #028956 - 6250 Central Ave,6250 Central Ave,6250 Central Ave,Capitol Heights,MD,20743,(301) 336-8548,38.8870576,-76.89963461,yes,yes,no,yes,
028957,Taco Bell #028957 - 280A Route 202 31,280A Route 202 31,280A Route 202 31,Flemington,NJ,8822,(908) 788-0718,40.49867594,-74.85567766,yes,yes,no,yes,
028958,Taco Bell #028958 - 131 S Route 9W,131 S Route 9W,131 S Route 9W,West Haverstraw,NY,10993,(845) 429-0393,41.20042753,-73.98381443,yes,yes,no,yes,
028959,Taco Bell #028959 - 2507 Vestal Pkwy East,2507 Vestal Pkwy East,2507 Vestal Pkwy East,Vestal,NY,13850,(607) 729-7039,42.09529278,-76.00875422,yes,yes,no,yes,
028960,Taco Bell #028960 - 84 Newtown Rd,84 Newtown Rd,84 Newtown Rd,Danbury,CT,6810,(203) 790-7996,41.41058205,-73.41343967,yes,yes,no,yes,
028961,Taco Bell #028961 - 565 Susquehanna Blvd,565 Susquehanna Blvd,565 Susquehanna Blvd,Hazle Township,PA,18202,(570) 455-4711,40.98116565,-76.01723671,yes,yes,no,yes,
028962,Taco Bell #028962 - 1101 N Susquehanna Trl,1101 N Susquehanna Trl,1101 N Susquehanna Trl,Selinsgrove,PA,17870,(570) 374-5924,40.82649955,-76.84501737,yes,yes,no,yes,
028963,Taco Bell #028963 - 306 Highway 36,306 Highway 36,306 Highway 36,West Long Branch,NJ,7764,(732) 935-1122,40.29165703,-74.0375783,yes,yes,no,yes,
028964,Taco Bell #028964 - 100 Sumner Ave,100 Sumner Ave,100 Sumner Ave,Clarks Summit,PA,18411,(570) 586-5788,41.48607718,-75.69382399,yes,yes,no,yes,
028965,Taco Bell #028965 - 110 South Wyoming Avenue,110 South Wyoming Avenue,110 South Wyoming Avenue,Kingston,PA,18704,(570) 288-4011,41.25989355,-75.8999569,yes,yes,no,yes,
028966,Taco Bell #028966 - 426 Kidder Street,426 Kidder Street,426 Kidder Street,Wilkes Barre,PA,18702,(570) 829-3390,41.25072351,-75.85466534,yes,yes,no,yes,
028967,Taco Bell #028967 - 1135 Easton Ave,1135 Easton Ave,1135 Easton Ave,Somerset,NJ,8873,(732) 545-9706,40.51823477,-74.49033941,yes,yes,no,yes,
028968,Taco Bell #028968 - 1037 Wilkes-Barre Townshp Blvd,1037 Wilkes-Barre Townshp Blvd,1037 Wilkes-Barre Townshp Blvd,Wilkes Barre,PA,18702,(570) 826-8911,41.22298422,-75.88114605,yes,yes,no,yes,
028969,Taco Bell #028969 - 865 Country Road 64,865 Country Road 64,865 Country Road 64,Elmira,NY,14903,(607) 739-0660,42.15506261,-76.87981635,yes,yes,no,yes,
028970,Taco Bell #028970 - 1200 US Highway 22,1200 US Highway 22,1200 US Highway 22,Phillipsburg,NJ,8865,(908) 454-4451,40.68622937,-75.15244154,yes,yes,no,yes,
028971,Taco Bell #028971 - 170 State Route 10,170 State Route 10,170 State Route 10,East Hanover,NJ,7936,(973) 515-9559,40.80907917,-74.37873423,yes,yes,no,yes,
028972,Taco Bell #028972 - 220 Reynolds Road,220 Reynolds Road,220 Reynolds Road,Johnson City,NY,13790,(607) 729-3551,42.12647104,-75.97122435,yes,yes,no,yes,
028973,Taco Bell #028973 - 425 Route 22,425 Route 22,425 Route 22,Hillside,NJ,7205,(908) 810-1270,40.699462,-74.238444,yes,yes,no,yes,
028974,Taco Bell #028974 - 8 Highway 35 N,8 Highway 35 N,8 Highway 35 N,Neptune,NJ,7753,(732) 775-3830,40.20994371,-74.02697041,yes,yes,no,yes,
028975,Taco Bell #028975 - 171 State Rt 17,171 State Rt 17,171 State Rt 17,Hasbrouck Heights,NJ,7604,(201) 462-0575,40.85512095,-74.07172851,yes,yes,no,yes,
028976,Taco Bell #028976 - 8428 Baltimore Ave.,8428 Baltimore Ave.,8428 Baltimore Ave.,College Park,MD,20740,(301) 982-7198,38.99432455,-76.93289457,yes,yes,no,yes,
028977,Taco Bell #028977 - 2445 Columbia Blvd,2445 Columbia Blvd,2445 Columbia Blvd,Bloomsburg,PA,17815,(570) 784-5381,41.01183444,-76.41261403,yes,yes,no,yes,
028978,Taco Bell #028978 - 3 Elm Street,3 Elm Street,3 Elm Street,Fishkill,NY,12524,(845) 896-7565,41.53438293,-73.89710525,yes,yes,no,yes,
028979,Taco Bell #028979 - 751 East Main Street,751 East Main Street,751 East Main Street,Stamford,CT,6902,(203) 969-7782,41.05507679,-73.52995911,yes,yes,no,yes,
028980,Taco Bell #028980 - 1400 Route 23 North,1400 Route 23 North,1400 Route 23 North,Wayne,NJ,7470,(973) 694-8821,40.9313574,-74.26820576,yes,yes,no,yes,
028981,Taco Bell #028981 - 508 Washington Avenue,508 Washington Avenue,508 Washington Avenue,Belleville,NJ,7109,(973) 759-2171,40.79811164,-74.1475824,yes,yes,no,yes,
028982,Taco Bell #028982 - 908 Highway 37 W,908 Highway 37 W,908 Highway 37 W,Toms River,NJ,8755,(732) 349-7700,39.97374091,-74.23901526,yes,yes,no,yes,
028983,Taco Bell #028983 - 755 Main Street,755 Main Street,755 Main Street,Poughkeepsie,NY,12603,(845) 452-3381,41.69688699,-73.90389733,yes,yes,no,yes,
028984,Taco Bell #028984 - 1120 Somerset Street,1120 Somerset Street,1120 Somerset Street,New Brunswick,NJ,8901,(732) 435-1300,40.4783649,-74.48543747,yes,yes,no,yes,
028985,Taco Bell #028985 - 2020 Tonnelle Avenue,2020 Tonnelle Avenue,2020 Tonnelle Avenue,North Bergen,NJ,7047,(201) 422-9666,40.76946173,-74.04379258,yes,yes,no,yes,
028986,Taco Bell #028986 - 1185 Highway 36,1185 Highway 36,1185 Highway 36,Hazlet,NJ,7730,(732) 739-9596,40.43306288,-74.18247409,yes,yes,no,yes,
028987,Taco Bell #028987 - 225-227 US Highway 22,225-227 US Highway 22,225-227 US Highway 22,Green Brook,NJ,8812,(732) 968-2461,40.59825349,-74.48503111,yes,yes,no,yes,
028989,Taco Bell #028989 - 160 South Avenue,160 South Avenue,160 South Avenue,Garwood,NJ,7027,(908) 518-0330,40.65257622,-74.31912883,yes,yes,no,yes,
028990,Taco Bell #028990 - 1131 Inman Avenue,1131 Inman Avenue,1131 Inman Avenue,Edison,NJ,8820,(908) 226-0333,40.59659685,-74.36362647,yes,yes,no,yes,
028991,Taco Bell #028991 - 1837 East Third Street,1837 East Third Street,1837 East Third Street,Williamsport,PA,17701,(570) 322-2273,41.24956697,-76.96634038,yes,yes,no,yes,
028992,Taco Bell #028992 - 1173 Route 46,1173 Route 46,1173 Route 46,Little Falls,NJ,7424,(973) 256-4008,40.88124023,-74.20899788,yes,yes,no,yes,
028993,Taco Bell #028993 - 674 Route 72 E,674 Route 72 E,674 Route 72 E,Manahawkin,NJ,8050,(609) 978-1082,39.6818899,-74.23948719,yes,yes,no,yes,
028994,Taco Bell #028994 - 125 State Route 34,125 State Route 34,125 State Route 34,Aberdeen,NJ,7747,(732) 566-7571,40.39947696,-74.22754079,yes,yes,no,yes,
028995,Taco Bell #028995 - 5661 Burke Centre Parkway,5661 Burke Centre Parkway,5661 Burke Centre Parkway,Burke,VA,22015,(703) 239-0047,38.80022617,-77.32321152,yes,yes,no,yes,
028996,Taco Bell #028996 - 13880 Shoppers Best Way,13880 Shoppers Best Way,13880 Shoppers Best Way,Woodbridge,VA,22192,(703) 583-0447,38.65122801,-77.29950942,yes,yes,no,yes,
028997,Taco Bell #028997 - 362 Maple Avenue East,362 Maple Avenue East,362 Maple Avenue East,Vienna,VA,22180,(703) 938-5884,38.90659473,-77.25958765,yes,yes,no,no,
028998,Taco Bell #028998 - 409 US Highway 206,409 US Highway 206,409 US Highway 206,Hillsborough,NJ,8844,(908) 904-4460,40.50629467,-74.64117765,yes,yes,no,yes,
028999,Taco Bell #028999 - 429 Court St,429 Court St,429 Court St,Binghamton,NY,13904,(607) 724-2380,42.10472502,-75.88104889,yes,yes,no,yes,
029001,Taco Bell #029001 - 500 S River St,500 S River St,500 S River St,Hackensack,NJ,7601,(201) 727-4343,40.86413404,-74.03593183,yes,yes,no,yes,
029002,Taco Bell #029002 - 30 Mall Dr W,30 Mall Dr W,30 Mall Dr W,Jersey City,NJ,7310,(201) 386-2374,40.72691159,-74.03844157,no,no,no,no,
029003,Taco Bell #029003 - 701 New Jersey 440,701 New Jersey 440,701 New Jersey 440,Jersey City,NJ,7306,(201) 332-9393,40.718888,-74.094615,yes,yes,no,yes,
029004,Taco Bell #029004 - 560 Brick Blvd,560 Brick Blvd,560 Brick Blvd,Brick,NJ,8723,(732) 262-0804,40.05363491,-74.14085708,yes,yes,no,yes,
029006,Taco Bell #029006 - 1305 Ulster Ave,1305 Ulster Ave,1305 Ulster Ave,Kingston,NY,12401,(845) 336-5341,41.97016796,-73.98958594,yes,yes,no,yes,
029007,Taco Bell #029007 - 4786 Hwy 58,4786 Hwy 58,4786 Hwy 58,Chattanooga,TN,37416,(423) 899-6118,35.08916057,-85.18645674,yes,yes,no,yes,
029008,Taco Bell #029008 - 1509 W Walnut Ave,1509 W Walnut Ave,1509 W Walnut Ave,Dalton,GA,30721,(706) 226-7699,34.76012358,-84.99626707,yes,yes,no,yes,
029009,Taco Bell #029009 - 2491 Keith St NW,2491 Keith St NW,2491 Keith St NW,Cleveland,TN,37311,(423) 479-6977,35.18178212,-84.87406562,yes,yes,no,yes,
029010,Taco Bell #029010 - 3151 S Broad St,3151 S Broad St,3151 S Broad St,Chattanooga,TN,37408,(423) 756-2923,35.01929536,-85.32177056,yes,yes,no,yes,
029011,Taco Bell #029011 - 1093 Blowing Rock Rd,1093 Blowing Rock Rd,1093 Blowing Rock Rd,Boone,NC,28607,(828) 264-4766,36.20491338,-81.66803017,yes,yes,no,yes,
029012,Taco Bell #029012 - 100 So Rutgers Ave,100 So Rutgers Ave,100 So Rutgers Ave,Oak Ridge,TN,37830,(865) 483-6380,36.01713185,-84.24924825,yes,yes,no,yes,
029013,Taco Bell #029013 - 7796 E Brainerd Rd,7796 E Brainerd Rd,7796 E Brainerd Rd,Chattanooga,TN,37421,(423) 892-9034,35.00998644,-85.15451029,yes,yes,no,yes,
029014,Taco Bell #029014 - 1900 W Cumberland,1900 W Cumberland,1900 W Cumberland,Knoxville,TN,37916,(865) 525-5099,35.9548603,-83.93603504,yes,yes,no,yes,
029015,Taco Bell #029015 - 3310 Parkway,3310 Parkway,3310 Parkway,Pigeon Forge,TN,37863,(865) 908-1193,35.78929699,-83.55763087,yes,yes,no,yes,
029016,Taco Bell #029016 - 2100 West Market Street,2100 West Market Street,2100 West Market Street,Johnson City,TN,37604,(423) 929-2644,36.31204747,-82.38764606,yes,yes,no,yes,
029017,Taco Bell #029017 - 11217 Kingston Pike,11217 Kingston Pike,11217 Kingston Pike,Knoxville,TN,37922,(865) 966-4144,35.88386947,-84.15579647,yes,yes,no,yes,
029018,Taco Bell #029018 - 1660 E Stone Dr,1660 E Stone Dr,1660 E Stone Dr,Kingsport,TN,37660,(423) 246-1576,36.54818109,-82.51829774,yes,yes,no,yes,
029019,Taco Bell #029019 - 2000 N Roan St,2000 N Roan St,2000 N Roan St,Johnson City,TN,37601,(423) 282-8612,36.33893847,-82.37368584,yes,yes,no,yes,
029020,Taco Bell #029020 - 2235 W Andrew Johnson Hwy,2235 W Andrew Johnson Hwy,2235 W Andrew Johnson Hwy,Morristown,TN,37814,(423) 581-6141,36.20537016,-83.32359038,yes,yes,no,yes,
029021,Taco Bell #029021 - 495 Cummings St,495 Cummings St,495 Cummings St,Abingdon,VA,24210,(276) 676-3113,36.70257577,-81.97497547,yes,yes,no,yes,
029022,Taco Bell #029022 - 6200 Ringgold Rd,6200 Ringgold Rd,6200 Ringgold Rd,East Ridge,TN,37412,(423) 899-8257,34.98943095,-85.21288588,yes,yes,no,yes,
029023,Taco Bell #029023 - 1202 Decatur Pike,1202 Decatur Pike,1202 Decatur Pike,Athens,TN,37303,(423) 745-5933,35.44904101,-84.61457751,yes,yes,no,yes,
029024,Taco Bell #029024 - 7304 Shallowford Rd,7304 Shallowford Rd,7304 Shallowford Rd,Chattanooga,TN,37421,(423) 899-8416,35.04121687,-85.15342976,yes,yes,no,yes,
029025,Taco Bell #029025 - 1111 Volunteer Parkway,1111 Volunteer Parkway,1111 Volunteer Parkway,Bristol,TN,37620,(423) 764-5154,36.57198389,-82.1931839,yes,yes,no,yes,
029026,Taco Bell #029026 - 6802 Maynardville Hwy,6802 Maynardville Hwy,6802 Maynardville Hwy,Knoxville,TN,37918,(865) 922-0603,36.07020529,-83.92686993,yes,yes,no,yes,
029027,Taco Bell #029027 - 1242 Cleveland Hwy,1242 Cleveland Hwy,1242 Cleveland Hwy,Dalton,GA,30721,(706) 259-3390,34.79537498,-84.96162057,yes,yes,no,yes,
029028,Taco Bell #029028 - 4530 N Lee Hwy,4530 N Lee Hwy,4530 N Lee Hwy,Cleveland,TN,37312,(423) 339-1573,35.20168198,-84.84425153,yes,yes,no,yes,
029029,Taco Bell #029029 - 2508 Jacksboro Pike,2508 Jacksboro Pike,2508 Jacksboro Pike,Jacksboro,TN,37757,(423) 566-3759,36.34100325,-84.16921712,yes,yes,no,yes,
029030,Taco Bell #029030 - 5422 Alabama Hwy,5422 Alabama Hwy,5422 Alabama Hwy,Ringgold,GA,30736,(706) 965-8226,34.91286132,-85.12562156,yes,yes,no,yes,
029031,Taco Bell #029031 - 993 W Elk Avenue,993 W Elk Avenue,993 W Elk Avenue,Elizabethton,TN,37643,(423) 543-6454,36.34869292,-82.24180698,yes,yes,no,yes,
029032,Taco Bell #029032 - 604 Trent St,604 Trent St,604 Trent St,Norton,VA,24273,(276) 679-3226,36.93973319,-82.60685523,yes,yes,no,yes,
029033,Taco Bell #029033 - 1114 N Charles G Seivers Blvd,1114 N Charles G Seivers Blvd,1114 N Charles G Seivers Blvd,Clinton,TN,37716,(865) 457-7282,36.11839859,-84.11811143,yes,yes,no,yes,
029034,Taco Bell #029034 - 5439 Highway 153,5439 Highway 153,5439 Highway 153,Hixson,TN,37343,(423) 875-6198,35.14066275,-85.24902235,yes,yes,no,yes,
029035,Taco Bell #029035 - 2940 W State Street,2940 W State Street,2940 W State Street,Bristol,TN,37620,(423) 968-2018,36.59198562,-82.22094838,yes,yes,no,yes,
029036,Taco Bell #029036 - 931 Dolly Parton Prkwy,931 Dolly Parton Prkwy,931 Dolly Parton Prkwy,Sevierville,TN,37864,(865) 429-8339,35.86363479,-83.54427691,yes,yes,no,yes,
029037,Taco Bell #029037 - 6210 Lee Highway,6210 Lee Highway,6210 Lee Highway,Chattanooga,TN,37421,(423) 499-0815,35.02986563,-85.1853054,yes,yes,no,yes,
029038,Taco Bell #029038 - 927 Highway 68,927 Highway 68,927 Highway 68,Sweetwater,TN,37874,(423) 337-0080,35.58954007,-84.47255731,yes,yes,no,yes,
029039,Taco Bell #029039 - 1221 North Eastman Road,1221 North Eastman Road,1221 North Eastman Road,Kingsport,TN,37664,(423) 378-4877,36.53172336,-82.52800734,yes,yes,no,yes,
029040,Taco Bell #029040 - 353 South Illinois Avenue,353 South Illinois Avenue,353 South Illinois Avenue,Oak Ridge,TN,37830,(865) 483-7630,36.00723429,-84.2562716,yes,yes,no,yes,
029041,Taco Bell #029041 - 808 Cosby Hwy,808 Cosby Hwy,808 Cosby Hwy,Newport,TN,37821,(423) 625-3999,35.95120165,-83.19998576,yes,yes,no,yes,
029042,Taco Bell #029042 - 4115 Rossville Blvd,4115 Rossville Blvd,4115 Rossville Blvd,Chattanooga,TN,37407,(423) 867-4226,34.99547258,-85.29134176,yes,yes,no,yes,
029043,Taco Bell #029043 - 2880 Bell Street,2880 Bell Street,2880 Bell Street,Harlan,KY,40831,(606) 573-6227,36.82030887,-83.31900777,yes,yes,no,yes,
029044,Taco Bell #029044 - 2675 Apd 40,2675 Apd 40,2675 Apd 40,Cleveland,TN,37323,(423) 479-3634,35.13063385,-84.87652875,yes,yes,no,yes,
029045,Taco Bell #029045 - 3022 Battlefield Parkway,3022 Battlefield Parkway,3022 Battlefield Parkway,Fort Oglethorpe,GA,30742,(706) 866-2372,34.93826236,-85.21441482,yes,yes,no,yes,
029046,Taco Bell #029046 - 9210 Lee Hwy,9210 Lee Hwy,9210 Lee Hwy,Ooltewah,TN,37363,(423) 238-4929,35.08375058,-85.06268929,yes,yes,no,yes,
029047,Taco Bell #029047 - 1231 North 12th Street,1231 North 12th Street,1231 North 12th Street,Middlesboro,KY,40965,(606) 242-2750,36.6214457,-83.70473474,yes,yes,no,yes,
029048,Taco Bell #029048 - 3130 Lee Hwy,3130 Lee Hwy,3130 Lee Hwy,Bristol,VA,24201,(276) 466-2270,36.63353267,-82.12641589,yes,yes,no,yes,
029049,Taco Bell #029049 - 2303 Dayton Blvd,2303 Dayton Blvd,2303 Dayton Blvd,Red Bank,TN,37415,(423) 870-4797,35.09495909,-85.30757497,yes,yes,no,yes,
029050,Taco Bell #029050 - 4115 Hixson Pike,4115 Hixson Pike,4115 Hixson Pike,Chattanooga,TN,37415,(423) 877-9557,35.11517172,-85.25544725,yes,yes,no,yes,
029051,Taco Bell #029051 - 3715 Modern Industries Pkwy,3715 Modern Industries Pkwy,3715 Modern Industries Pkwy,Chattanooga,TN,37419,(423) 825-6816,35.01518182,-85.38417972,yes,yes,no,yes,
029052,Taco Bell #029052 - 1407 Winfield Dunn Pkwy,1407 Winfield Dunn Pkwy,1407 Winfield Dunn Pkwy,Sevierville,TN,37876,(865) 428-0537,35.90558946,-83.58061646,yes,yes,no,yes,
029053,Taco Bell #029053 - 8615 Walbrook Dr,8615 Walbrook Dr,8615 Walbrook Dr,Knoxville,TN,37923,(865) 769-4754,35.92453832,-84.0671048,yes,yes,no,yes,
029054,Taco Bell #029054 - 11311 Chapman Highway,11311 Chapman Highway,11311 Chapman Highway,Seymour,TN,37865,(865) 577-3430,35.87069587,-83.75807717,yes,yes,no,yes,
029055,Taco Bell #029055 - 4018 Highway 66,4018 Highway 66,4018 Highway 66,Rogersville,TN,37857,(423) 921-6009,36.39543025,-83.01145678,yes,yes,no,yes,
029056,Taco Bell #029056 - 100 Charles E Brooks Jr Way,100 Charles E Brooks Jr Way,100 Charles E Brooks Jr Way,Kingsport,TN,37660,(423) 246-5541,36.55230722,-82.62671851,yes,yes,no,yes,
029057,Taco Bell #029057 - 7211 Strawberry Plains Pike,7211 Strawberry Plains Pike,7211 Strawberry Plains Pike,Knoxville,TN,37914,(865) 521-6868,36.0004292,-83.77861083,yes,yes,no,yes,
029058,Taco Bell #029058 - 60 Austin Lane,60 Austin Lane,60 Austin Lane,London,KY,40741,(606) 862-7878,37.14941666,-84.11664346,yes,yes,no,yes,
029060,Taco Bell #029060 - 5201 Bobby Hicks Highway.,5201 Bobby Hicks Highway.,5201 Bobby Hicks Highway.,Gray,TN,37615,(423) 467-0025,36.41292419,-82.47246717,yes,yes,no,yes,
029061,Taco Bell #029061 - 705 E. Jackson Blvd.,705 E. Jackson Blvd.,705 E. Jackson Blvd.,Jonesborough,TN,37659,(423) 753-0782,36.3013049,-82.46192515,yes,yes,no,yes,
029062,Taco Bell #029062 - 14050 W Andrew Johnson Hwy,14050 W Andrew Johnson Hwy,14050 W Andrew Johnson Hwy,Bulls Gap,TN,37711,(423) 235-9278,36.22528214,-83.0461478,yes,yes,no,yes,
029063,Taco Bell #029063 - 2914 E. Walnut Avenue,2914 E. Walnut Avenue,2914 E. Walnut Avenue,Dalton,GA,30721,(706) 272-0532,34.77120972,-84.92270722,yes,yes,no,yes,
029064,Taco Bell #029064 - 15 Major James Clark Gordon Dr,15 Major James Clark Gordon Dr,15 Major James Clark Gordon Dr,Chickamauga,GA,30707,(706) 375-1505,34.88717619,-85.26807628,yes,yes,no,yes,
029065,Taco Bell #029065 - 127 King's Way,127 King's Way,127 King's Way,London,KY,40741,(606) 878-0081,37.11180453,-84.09375863,yes,yes,no,yes,
029066,Taco Bell #029066 - 9341 Dayton Pike,9341 Dayton Pike,9341 Dayton Pike,Soddy Daisy,TN,37379,(423) 332-3123,35.23644243,-85.2009689,yes,yes,no,yes,
029067,Taco Bell #029067 - 3050 E Andrew Johnson Hwy,3050 E Andrew Johnson Hwy,3050 E Andrew Johnson Hwy,Greeneville,TN,37745,(423) 638-6530,36.18217324,-82.77079318,yes,yes,no,yes,
029068,Taco Bell #029068 - 6504 Chapman Hwy,6504 Chapman Hwy,6504 Chapman Hwy,Knoxville,TN,37920,(865) 577-5365,35.92157106,-83.86609912,yes,yes,no,yes,
029069,Taco Bell #029069 - 2085 N. Broadway St.,2085 N. Broadway St.,2085 N. Broadway St.,Knoxville,TN,37917,(865) 673-5816,35.99212259,-83.92087899,yes,yes,no,yes,
029070,Taco Bell #029070 - 2450 Airport Thruway,2450 Airport Thruway,2450 Airport Thruway,Columbus,GA,31904,(706) 596-2118,32.51977939,-84.9583586,yes,yes,no,yes,
029071,Taco Bell #029071 - 271 S Gay St,271 S Gay St,271 S Gay St,Auburn,AL,36830,(334) 821-2017,32.60174518,-85.47963046,yes,yes,no,yes,
029073,Taco Bell #029073 - 1013 Hwy 19 North,1013 Hwy 19 North,1013 Hwy 19 North,Thomaston,GA,30286,(706) 648-2424,32.92038641,-84.33458273,yes,yes,no,yes,
029074,Taco Bell #029074 - 1402 E Shotwell St,1402 E Shotwell St,1402 E Shotwell St,Bainbridge,GA,39819,(229) 243-8160,30.90346167,-84.55530203,yes,yes,no,yes,
029075,Taco Bell #029075 - 809 W 2nd Street,809 W 2nd Street,809 W 2nd Street,Tifton,GA,31794,(229) 386-9536,31.45828393,-83.52597014,yes,yes,no,yes,
029076,Taco Bell #029076 - 1200 S Peterson,1200 S Peterson,1200 S Peterson,Douglas,GA,31533,(912) 384-5849,31.49385151,-82.85056879,yes,yes,no,yes,
029077,Taco Bell #029077 - 400 East 1st,400 East 1st,400 East 1st,Vidalia,GA,30474,(912) 537-4624,32.21587587,-82.40804478,yes,yes,no,yes,
029078,Taco Bell #029078 - 1116 Highway 231 S,1116 Highway 231 S,1116 Highway 231 S,Troy,AL,36081,(334) 566-8970,31.78387945,-85.95728874,yes,yes,no,yes,
029079,Taco Bell #029079 - 1340 Sam Nunn Blvd,1340 Sam Nunn Blvd,1340 Sam Nunn Blvd,Perry,GA,31069,(478) 987-7365,32.46759104,-83.73910591,yes,yes,no,yes,
029080,Taco Bell #029080 - 5609 Milgen Rd,5609 Milgen Rd,5609 Milgen Rd,Columbus,GA,31907,(706) 568-6440,32.52206786,-84.88978026,yes,yes,no,yes,
029081,Taco Bell #029081 - 2059 Highway 280,2059 Highway 280,2059 Highway 280,Phenix City,AL,36867,(334) 480-9703,32.48193523,-85.03178604,yes,yes,no,yes,
029082,Taco Bell #029082 - 2400 Pepperell Pkwy,2400 Pepperell Pkwy,2400 Pepperell Pkwy,Opelika,AL,36801,(334) 749-0770,32.63864453,-85.41153319,yes,yes,no,yes,
029083,Taco Bell #029083 - 945 Gray Hwy,945 Gray Hwy,945 Gray Hwy,Macon,GA,31211,(478) 743-5015,32.85328019,-83.61857012,yes,yes,no,yes,
029084,Taco Bell #029084 - 2495 N Columbia St,2495 N Columbia St,2495 N Columbia St,Milledgeville,GA,31061,(478) 452-2405,33.11238277,-83.25743978,yes,yes,no,yes,
029085,Taco Bell #029085 - 4040 Bloomfield Rd,4040 Bloomfield Rd,4040 Bloomfield Rd,Macon,GA,31206,(478) 784-9979,32.81535537,-83.69803921,yes,yes,no,yes,
029086,Taco Bell #029086 - 419 N Davis Dr,419 N Davis Dr,419 N Davis Dr,Warner Robins,GA,31093,(478) 923-6200,32.6281476,-83.61340083,yes,yes,no,yes,
029087,Taco Bell #029087 - 1258 Lakes Blvd,1258 Lakes Blvd,1258 Lakes Blvd,Lake Park,GA,31636,(229) 559-1600,30.68074999,-83.22043366,yes,yes,no,yes,
029088,Taco Bell #029088 - 2006 E Oglethorpe Blvd,2006 E Oglethorpe Blvd,2006 E Oglethorpe Blvd,Albany,GA,31705,(229) 438-0018,31.57168372,-84.10001685,yes,yes,no,yes,
029089,Taco Bell #029089 - 1199 St Augustine Road,1199 St Augustine Road,1199 St Augustine Road,Valdosta,GA,31601,(229) 245-8400,30.84212635,-83.3242473,yes,yes,no,yes,
029091,Taco Bell #029091 - 1404 West 4th Street,1404 West 4th Street,1404 West 4th Street,Adel,GA,31620,(229) 896-7273,31.13828894,-83.44266571,yes,yes,no,yes,
029092,Taco Bell #029092 - 3527 Macon Road,3527 Macon Road,3527 Macon Road,Columbus,GA,31907,(706) 568-3314,32.48560947,-84.93620892,yes,yes,no,yes,
029093,Taco Bell #029093 - 2163 US Highway 441 S,2163 US Highway 441 S,2163 US Highway 441 S,Dublin,GA,31021,(478) 272-5735,32.49197144,-82.93270607,yes,yes,no,yes,
029094,Taco Bell #029094 - 6215 Zebulon Road,6215 Zebulon Road,6215 Zebulon Road,Macon,GA,31210,(478) 405-8300,32.88058475,-83.76469382,yes,yes,no,yes,
029095,Taco Bell #029095 - 2903 20th Avenue,2903 20th Avenue,2903 20th Avenue,Valley,AL,36854,(334) 768-4428,32.84469762,-85.18216543,yes,yes,no,yes,
029096,Taco Bell #029096 - 1408 Veterans Parkway,1408 Veterans Parkway,1408 Veterans Parkway,Columbus,GA,31901,(706) 321-1664,32.47289415,-84.98682395,yes,yes,no,yes,
029097,Taco Bell #029097 - 7330 Veterans Parkway,7330 Veterans Parkway,7330 Veterans Parkway,Columbus,GA,31909,(706) 322-6106,32.55349044,-84.94693673,yes,yes,no,yes,
029098,Taco Bell #029098 - 829 Russell Pkwy,829 Russell Pkwy,829 Russell Pkwy,Warner Robins,GA,31088,(478) 923-7476,32.59356805,-83.64075057,yes,yes,no,yes,
029099,Taco Bell #029099 - 1505 N. Slappey Blvd,1505 N. Slappey Blvd,1505 N. Slappey Blvd,Albany,GA,31707,(229) 903-9027,31.59779172,-84.17633146,yes,yes,no,yes,
029100,Taco Bell #029100 - 2027 S. College St.,2027 S. College St.,2027 S. College St.,Auburn,AL,36832,(334) 826-1015,32.56655157,-85.50129443,yes,yes,no,yes,
029101,Taco Bell #029101 - 2719 Watson Blvd.,2719 Watson Blvd.,2719 Watson Blvd.,Warner Robins,GA,31093,(478) 971-2540,32.61791319,-83.67293541,yes,yes,no,yes,
029102,Taco Bell #029102 - 4348 Buena Vista Rd,4348 Buena Vista Rd,4348 Buena Vista Rd,Columbus,GA,31906,(706) 561-1339,32.46497592,-84.91904043,yes,yes,no,yes,
029103,Taco Bell #029103 - 3456 Victory Drive,3456 Victory Drive,3456 Victory Drive,Columbus,GA,31903,(706) 682-0639,32.42527645,-84.94874083,yes,yes,no,yes,
029104,Taco Bell #029104 - 3946 Bemiss Road,3946 Bemiss Road,3946 Bemiss Road,Valdosta,GA,31605,(229) 244-1217,30.90697157,-83.26368396,yes,yes,no,yes,
029105,Taco Bell #029105 - 723 East Forsyth Street,723 East Forsyth Street,723 East Forsyth Street,Americus,GA,31709,(229) 924-0891,32.07301327,-84.22197998,yes,yes,no,yes,
029106,Taco Bell #029106 - 3022 N Ashley St.,3022 N Ashley St.,3022 N Ashley St.,Valdosta,GA,31602,(229) 244-3236,30.87238651,-83.29048862,yes,yes,no,yes,
029107,Taco Bell #029107 - 3779 Highway 280,3779 Highway 280,3779 Highway 280,Alexander City,AL,35010,(256) 234-9929,32.92721388,-85.96291696,yes,yes,no,yes,
