note: This is not a comprehensive list of all Taco Bells. This is a list of all locations that have a store page on tacobell.com,,,,,,,,,,,,,,
data is current as of 28 August 2017,,,,,,,,,,,,,,
storeid,name,location-name,address,city,state,zip,phone,latitude,longitude,drive-thru,open-late,delivery,breakfast,combo w/
005182,Taco Bell #005182 - 8900 Brooks Rd,8900 Brooks Rd,8900 Brooks Rd,Windsor,CA,95492,(707) 838-4018,38.54829688,-122.8064469,yes,yes,no,yes,
005183,Taco Bell #005183 - 1020 Foxcroft Avenue,1020 Foxcroft Avenue,1020 Foxcroft Avenue,Martinsburg,WV,25401,(304) 264-9161,39.4445067,-77.98666343,yes,yes,no,yes,
005185,Taco Bell #005185 - 1117 Gallatin Pike S.,1117 Gallatin Pike S.,1117 Gallatin Pike S.,Madison,TN,37115,(615) 865-2988,36.24833559,-86.71963021,yes,yes,no,yes,
005192,Taco Bell #005192 - 2365 Sunset Blvd,2365 Sunset Blvd,2365 Sunset Blvd,Rocklin,CA,95765,(916) 751-5452,38.79701115,-121.264439,yes,yes,no,yes,
005208,Taco Bell #005208 - 395 N Hwy 67,395 N Hwy 67,395 N Hwy 67,Cedar Hill,TX,75104,(972) 291-2369,32.59631484,-96.94149256,yes,yes,no,yes,
005226,Taco Bell #005226 - 17111 Foothill Blvd,17111 Foothill Blvd,17111 Foothill Blvd,Fontana,CA,92335,(909) 428-0874,34.10617034,-117.431171,yes,yes,no,yes,
005228,Taco Bell #005228 - 5650 Jackson Rd,5650 Jackson Rd,5650 Jackson Rd,Ann Arbor,MI,48103,(734) 663-2100,42.28927945,-83.84088374,yes,yes,no,yes,
005241,Taco Bell #005241 - 255 Summit Point Ln.,255 Summit Point Ln.,255 Summit Point Ln.,Winston Salem,NC,27105,(336) 377-2499,36.18530381,-80.2746778,yes,yes,no,yes,
005261,Taco Bell #005261 - 784 Tiogue Ave,784 Tiogue Ave,784 Tiogue Ave,Coventry,RI,2816,(401) 821-9980,41.68156027,-71.56352252,yes,yes,no,yes,
005262,Taco Bell #005262 - 241 E. Hwy 550,241 E. Hwy 550,241 E. Hwy 550,Bernalillo,NM,87004,(505) 867-0747,35.31719606,-106.5417267,yes,yes,no,yes,
005276,Taco Bell #005276 - 8652 Richmond Hwy,8652 Richmond Hwy,8652 Richmond Hwy,Alexandria,VA,22309,(703) 360-3663,38.72302568,-77.12136649,yes,yes,no,yes,
005282,Taco Bell #005282 - 1203 E 30th St,1203 E 30th St,1203 E 30th St,Hutchinson,KS,67502,(620) 665-8823,38.08613389,-97.90713088,yes,yes,no,yes,
005283,Taco Bell #005283 - 4537 Mayfield Road,4537 Mayfield Road,4537 Mayfield Road,Cleveland,OH,44121,(216) 382-2221,41.52008369,-81.51647772,yes,yes,no,yes,
005288,Taco Bell #005288 - 2281 S Main St,2281 S Main St,2281 S Main St,Harrisonburg,VA,22801,(540) 432-6583,38.42078052,-78.89383842,yes,yes,no,yes,
005290,Taco Bell #005290 - 1401 N Broadway,1401 N Broadway,1401 N Broadway,Menomonie,WI,54751,(715) 232-9210,44.89874021,-91.93248063,yes,yes,no,no,
005291,Taco Bell #005291 - 11255 Long Beach Blvd,11255 Long Beach Blvd,11255 Long Beach Blvd,Lynwood,CA,90262,(310) 635-8654,33.9286645,-118.2113457,yes,yes,no,yes,
005303,Taco Bell #005303 - 731 W. Taylor St.,731 W. Taylor St.,731 W. Taylor St.,Griffin,GA,30223,(770) 412-1524,33.24771886,-84.2747551,yes,yes,no,yes,
005304,Taco Bell #005304 - 314 New Franklin Rd,314 New Franklin Rd,314 New Franklin Rd,La Grange,GA,30240,(706) 883-6313,33.04907831,-85.0280102,yes,yes,no,yes,
005309,Taco Bell #005309 - 1800 W Jackson,1800 W Jackson,1800 W Jackson,Oshkosh,WI,54901,(920) 233-4133,44.03973376,-88.54232148,yes,yes,no,yes,
005311,Taco Bell #005311 - 8080 E US Highway 36,8080 E US Highway 36,8080 E US Highway 36,Avon,IN,46123,(317) 271-6762,39.76358774,-86.37959243,yes,yes,no,yes,
005323,Taco Bell #005323 - 4661 Jonesboro Rd,4661 Jonesboro Rd,4661 Jonesboro Rd,Union City,GA,30291,(770) 306-0851,33.56938191,-84.54043061,yes,yes,no,yes,
005328,Taco Bell #005328 - 1100 Rockville Pike,1100 Rockville Pike,1100 Rockville Pike,Rockville,MD,20852,(301) 251-6790,39.0719963,-77.13248272,yes,yes,yes,yes,
005332,Taco Bell #005332 - 2157 Fairport Nine Mile Point Rd,2157 Fairport Nine Mile Point Rd,2157 Fairport Nine Mile Point Rd,Fairport,NY,14450,(585) 377-2800,43.12993415,-77.44194701,yes,yes,no,yes,
005348,Taco Bell #005348 - 1295 Columbus Ave,1295 Columbus Ave,1295 Columbus Ave,Washington Court House,OH,43160,(740) 335-5510,39.54623195,-83.4272349,yes,yes,no,yes,
005349,Taco Bell #005349 - 20329 W Catawba Ave,20329 W Catawba Ave,20329 W Catawba Ave,Cornelius,NC,28031,(704) 892-6494,35.48359715,-80.87746664,yes,yes,no,yes,
005352,Taco Bell #005352 - 614 S State St,614 S State St,614 S State St,Clarksdale,MS,38614,(662) 627-4466,34.18928699,-90.57747938,yes,yes,no,yes,
005360,Taco Bell #005360 - 1515 S Bradley Rd,1515 S Bradley Rd,1515 S Bradley Rd,Santa Maria,CA,93454,(805) 928-3344,34.93395868,-120.4188593,yes,yes,no,yes,
005385,Taco Bell #005385 - 1429 Liberty Road,1429 Liberty Road,1429 Liberty Road,Eldersburg,MD,21784,(410) 795-2539,39.4021224,-76.94554769,yes,yes,no,yes,
005386,Taco Bell #005386 - 11328 Leopard St,11328 Leopard St,11328 Leopard St,Corpus Christi,TX,78410,(361) 242-1414,27.84789513,-97.5887873,yes,yes,no,yes,
005389,Taco Bell #005389 - 324 Harding Place,324 Harding Place,324 Harding Place,Nashville,TN,37211,(615) 331-4515,36.08728737,-86.69391043,yes,yes,no,yes,
005393,Taco Bell #005393 - 221 W Lasalle Ave,221 W Lasalle Ave,221 W Lasalle Ave,South Bend,IN,46601,(574) 233-3431,41.6792928,-86.25319098,yes,yes,no,yes,
005401,Taco Bell #005401 - 1229 N Frontage Rd,1229 N Frontage Rd,1229 N Frontage Rd,Hastings,MN,55033,(651) 438-9229,44.73865559,-92.87512958,yes,yes,no,yes,
005402,Taco Bell #005402 - 855 W Main St,855 W Main St,855 W Main St,Lewisville,TX,75067,(972) 436-7472,33.04503477,-97.01406603,yes,yes,no,yes,
005424,Taco Bell #005424 - 2380 W Kettleman Ln,2380 W Kettleman Ln,2380 W Kettleman Ln,Lodi,CA,95242,(209) 369-3359,38.1150561,-121.3039926,yes,yes,no,yes,
005425,Taco Bell #005425 - 1509 Harrison Ave,1509 Harrison Ave,1509 Harrison Ave,Elkins,WV,26241,(304) 637-5757,38.93187895,-79.86757457,yes,yes,no,yes,
005426,Taco Bell #005426 - 1600 W College St,1600 W College St,1600 W College St,Pulaski,TN,38478,(931) 424-1888,35.20430185,-87.06044517,yes,yes,no,yes,
005457,Taco Bell #005457 - 8000 Providence Rd.,8000 Providence Rd.,8000 Providence Rd.,Charlotte,NC,28277,(704) 543-9107,35.09815324,-80.77895607,yes,yes,yes,yes,
005469,Taco Bell #005469 - 773 Smithtown Bypass,773 Smithtown Bypass,773 Smithtown Bypass,Smithtown,NY,11787,(631) 724-8463,40.85115366,-73.1594932,yes,yes,no,yes,
005472,Taco Bell #005472 - 3503 W 10th St,3503 W 10th St,3503 W 10th St,Greeley,CO,80634,(970) 356-5460,40.42315923,-104.7355155,yes,yes,no,yes,
005481,Taco Bell #005481 - 540 1st Colonial Rd,540 1st Colonial Rd,540 1st Colonial Rd,Virginia Beach,VA,23451,(757) 422-0881,36.84737174,-76.02069864,yes,yes,no,yes,
005482,Taco Bell #005482 - 1140 Crosstown Ct,1140 Crosstown Ct,1140 Crosstown Ct,Peachtree City,GA,30269,(770) 631-9193,33.37511263,-84.56329168,yes,yes,no,yes,
005485,Taco Bell #005485 - 599 NE 167 St,599 NE 167 St,599 NE 167 St,Miami,FL,33162,(305) 655-3115,25.92896908,-80.18861085,yes,yes,no,yes,
005488,Taco Bell #005488 - 8110 Liberty Rd,8110 Liberty Rd,8110 Liberty Rd,Baltimore,MD,21244,(410) 521-8163,39.3545611,-76.75962389,yes,yes,no,yes,
005500,Taco Bell #005500 - 1910 Sardis Road N,1910 Sardis Road N,1910 Sardis Road N,Charlotte,NC,28270,(704) 845-1433,35.14080066,-80.73398985,yes,yes,yes,yes,
005506,Taco Bell #005506 - 2170 Centreville Rd,2170 Centreville Rd,2170 Centreville Rd,Herndon,VA,20170,(703) 437-7932,38.95896137,-77.40294046,yes,yes,no,yes,
005510,Taco Bell #005510 - 5025 S Highway 99,5025 S Highway 99,5025 S Highway 99,Stockton,CA,95215,(209) 946-4713,37.90322914,-121.2210752,yes,yes,no,yes,
005514,Taco Bell #005514 - 1890 Army Trail Rd.,1890 Army Trail Rd.,1890 Army Trail Rd.,Bartlett,IL,60103,(630) 213-0500,41.941372,-88.15278061,yes,yes,no,yes,
005519,Taco Bell #005519 - 1412 W Park Ave,1412 W Park Ave,1412 W Park Ave,Greenwood,MS,38930,(662) 455-9475,33.52667432,-90.20659715,yes,yes,no,yes,
005549,Taco Bell #005549 - 541 Highway 71 N,541 Highway 71 N,541 Highway 71 N,Alma,AR,72921,(479) 632-3373,35.49194479,-94.22642836,yes,yes,no,yes,
005555,Taco Bell #005555 - 8699 SW 24th St,8699 SW 24th St,8699 SW 24th St,Miami,FL,33155,(305) 262-4959,25.74799366,-80.33535697,yes,yes,no,yes,
005556,Taco Bell #005556 - 801 W Main St,801 W Main St,801 W Main St,Lake Zurich,IL,60047,(847) 550-8226,42.18998323,-88.10922233,yes,yes,no,yes,
005567,Taco Bell #005567 - 4689 Highway 90,4689 Highway 90,4689 Highway 90,Marianna,FL,32446,(850) 526-2012,30.76790632,-85.20436853,yes,yes,no,yes,
005568,Taco Bell #005568 - 2748 Capital Blvd.,2748 Capital Blvd.,2748 Capital Blvd.,Raleigh,NC,27604,(919) 832-6450,35.81745016,-78.59795322,yes,yes,no,yes,
005569,Taco Bell #005569 - 9990 Roosevelt Blvd,9990 Roosevelt Blvd,9990 Roosevelt Blvd,Philadelphia,PA,19114,(215) 677-3974,40.0941886,-75.0166896,yes,yes,no,yes,
005578,Taco Bell #005578 - 931 W 7th St,931 W 7th St,931 W 7th St,Frederick,MD,21701,(301) 698-1899,39.42593286,-77.41629571,yes,yes,no,yes,
005580,Taco Bell #005580 - 410 S Hwy 3,410 S Hwy 3,410 S Hwy 3,Northfield,MN,55057,(507) 663-7011,44.45557331,-93.16455736,yes,yes,no,yes,
005583,Taco Bell #005583 - 11688 Carmel Mtn Rd,11688 Carmel Mtn Rd,11688 Carmel Mtn Rd,San Diego,CA,92128,(858) 674-5872,32.97990635,-117.0799389,yes,yes,yes,yes,
005588,Taco Bell #005588 - 13360 Laurel Bowie Rd,13360 Laurel Bowie Rd,13360 Laurel Bowie Rd,Laurel,MD,20708,(410) 792-9225,39.07518097,-76.84905007,yes,yes,no,yes,
005594,Taco Bell #005594 - 4032 William Penn Hwy,4032 William Penn Hwy,4032 William Penn Hwy,Monroeville,PA,15146,(412) 374-8226,40.4383545,-79.76792537,yes,yes,no,yes,
005598,Taco Bell #005598 - 241 E Compton Blvd,241 E Compton Blvd,241 E Compton Blvd,Compton,CA,90220,(310) 898-2178,33.89656092,-118.2208195,yes,yes,no,yes,
005599,"Taco Bell #005599 - 6460 E Yale Ave, Unit B",6460 E Yale Ave,"6460 E Yale Ave, Unit B",Denver,CO,80222,(303) 758-7754,39.66728468,-104.9141068,yes,yes,no,yes,
005601,Taco Bell #005601 - 3319 Pulaski Hwy,3319 Pulaski Hwy,3319 Pulaski Hwy,Baltimore,MD,21224,(410) 675-2376,39.295625,-76.57025148,yes,yes,no,yes,
005610,Taco Bell #005610 - 737 N Main,737 N Main,737 N Main,Tooele,UT,84074,(435) 882-7887,40.54566958,-112.2986948,yes,no,no,no,
005616,Taco Bell #005616 - 6579 Milliken,6579 Milliken,6579 Milliken,Rancho Cucamonga,CA,91730,(909) 948-1859,34.13491932,-117.5581166,yes,yes,no,yes,
005623,Taco Bell #005623 - 2971 Shallowford Rd,2971 Shallowford Rd,2971 Shallowford Rd,Marietta,GA,30066,(770) 578-9432,34.03664443,-84.46423669,yes,yes,no,yes,
005624,Taco Bell #005624 - 660 Lansing Rd,660 Lansing Rd,660 Lansing Rd,Charlotte,MI,48813,(517) 543-3735,42.57286136,-84.82213497,yes,yes,no,yes,
005628,Taco Bell #005628 - 394 McClellandtown Rd.,394 McClellandtown Rd.,394 McClellandtown Rd.,Uniontown,PA,15401,(724) 438-6488,39.90266868,-79.75742429,yes,yes,no,yes,
005634,Taco Bell #005634 - 105 Emily Dr,105 Emily Dr,105 Emily Dr,Clarksburg,WV,26301,(304) 622-5757,39.28018402,-80.28011937,yes,yes,no,yes,
005640,Taco Bell #005640 - 4151 LBJ Fwy,4151 LBJ Fwy,4151 LBJ Fwy,Dallas,TX,75244,(972) 239-4456,32.92569391,-96.84047518,yes,yes,yes,yes,
005643,Taco Bell #005643 - 514 Broadway Ave E,514 Broadway Ave E,514 Broadway Ave E,Mattoon,IL,61938,(217) 235-1927,39.48324495,-88.3431378,yes,yes,no,yes,
005644,Taco Bell #005644 - 2000 Cliff Rd,2000 Cliff Rd,2000 Cliff Rd,Eagan,MN,55122,(651) 688-6068,44.79064904,-93.20856839,yes,yes,yes,yes,
005645,Taco Bell #005645 - 1002 Beards Hill Road,1002 Beards Hill Road,1002 Beards Hill Road,Aberdeen,MD,21001,(410) 272-2364,39.5223355,-76.18380108,yes,yes,no,yes,
005646,Taco Bell #005646 - 495 W State Rd 436,495 W State Rd 436,495 W State Rd 436,Altamonte Springs,FL,32714,(407) 865-5808,28.6623255,-81.40244991,yes,yes,no,yes,
005648,Taco Bell #005648 - 800 S Breiel Blvd,800 S Breiel Blvd,800 S Breiel Blvd,Middletown,OH,45044,(513) 423-2107,39.50214519,-84.35585533,yes,yes,no,yes,
005649,Taco Bell #005649 - 12130 Business Blvd,12130 Business Blvd,12130 Business Blvd,Eagle River,AK,99577,(907) 694-5614,61.3299422,-149.5684296,yes,yes,no,yes,
005656,Taco Bell #005656 - 2300 Ardmore Blvd,2300 Ardmore Blvd,2300 Ardmore Blvd,Forest Hills,PA,15221,(412) 271-9062,40.41678424,-79.84872423,yes,yes,no,yes,
005658,Taco Bell #005658 - 3500 Maccorkle Ave,3500 Maccorkle Ave,3500 Maccorkle Ave,Charleston,WV,25304,(304) 925-1751,38.32861924,-81.59832231,yes,yes,no,yes,
005670,Taco Bell #005670 - 590 Farrington Hwy,590 Farrington Hwy,590 Farrington Hwy,Kapolei,HI,96707,(808) 674-0225,21.3387909,-158.0784157,no,yes,no,yes,
005671,Taco Bell #005671 - 2405 South Blvd,2405 South Blvd,2405 South Blvd,Charlotte,NC,28203,(704) 525-3661,35.2040937,-80.86332992,yes,yes,yes,yes,
005674,Taco Bell #005674 - 2500 Market St,2500 Market St,2500 Market St,Christiansburg,VA,24073,(540) 381-0641,37.16428828,-80.42280351,yes,yes,no,yes,
005677,Taco Bell #005677 - 950 Jefferson Rd,950 Jefferson Rd,950 Jefferson Rd,Rochester,NY,14623,(585) 272-0440,43.08774056,-77.61102273,yes,yes,no,yes,
005685,Taco Bell #005685 - 24712 W Pico Canyon Rd,24712 W Pico Canyon Rd,24712 W Pico Canyon Rd,Newhall,CA,91321,(661) 254-0651,34.37947041,-118.5681501,yes,yes,no,yes,
005687,Taco Bell #005687 - 10 Raymour And Flanigan Plz,10 Raymour And Flanigan Plz,10 Raymour And Flanigan Plz,Canandaigua,NY,14424,(585) 396-3160,42.87696852,-77.24912167,yes,yes,no,yes,
005700,Taco Bell #005700 - 1221 E Broad St,1221 E Broad St,1221 E Broad St,Rockingham,NC,28379,(910) 997-2006,34.92233276,-79.74981479,yes,yes,no,yes,
005704,Taco Bell #005704 - 1636 Freeway Dr.,1636 Freeway Dr.,1636 Freeway Dr.,Reidsville,NC,27320,(336) 342-1442,36.35064193,-79.69232896,yes,yes,no,yes,
005714,Taco Bell #005714 - 124 E 7th St,124 E 7th St,124 E 7th St,Monticello,MN,55362,(763) 295-4300,45.29989859,-93.79657968,yes,yes,no,yes,
005716,Taco Bell #005716 - 5572 S. Broadway,5572 S. Broadway,5572 S. Broadway,Littleton,CO,80121,(303) 798-5379,39.61568777,-104.9875985,yes,yes,no,yes,
005721,Taco Bell #005721 - 3201 Elida Rd,3201 Elida Rd,3201 Elida Rd,Lima,OH,45805,(419) 331-0883,40.76809083,-84.16137323,yes,yes,no,yes,
005726,Taco Bell #005726 - 2076 Harshman Rd,2076 Harshman Rd,2076 Harshman Rd,Dayton,OH,45424,(937) 233-5478,39.80019301,-84.12930657,yes,yes,no,yes,
005727,Taco Bell #005727 - 602 Boll Weevil Circle,602 Boll Weevil Circle,602 Boll Weevil Circle,Enterprise,AL,36330,(334) 393-5040,31.31545745,-85.82937418,yes,yes,no,yes,
005736,Taco Bell #005736 - 5772 Hollister St.,5772 Hollister St.,5772 Hollister St.,Houston,TX,77040,(713) 939-8414,29.85201582,-95.50429027,yes,yes,no,yes,
005759,Taco Bell #005759 - 1525 E. Alexis Rd.,1525 E. Alexis Rd.,1525 E. Alexis Rd.,Toledo,OH,43612,(419) 726-7200,41.72334372,-83.51077213,yes,yes,no,yes,
005761,Taco Bell #005761 - 641 W Main Rd,641 W Main Rd,641 W Main Rd,Middletown,RI,2842,(401) 848-7770,41.52007144,-71.29909158,yes,yes,no,yes,
005770,Taco Bell #005770 - 934 S 7 Highway,934 S 7 Highway,934 S 7 Highway,Blue Springs,MO,64014,(816) 229-8663,39.00723358,-94.27201197,yes,yes,no,yes,
005775,Taco Bell #005775 - 2890 West 11th Ave,2890 West 11th Ave,2890 West 11th Ave,Eugene,OR,97402,(541) 342-8626,44.0475713,-123.1349718,yes,yes,no,yes,
005776,Taco Bell #005776 - 8801 Six Forks Road,8801 Six Forks Road,8801 Six Forks Road,Raleigh,NC,27615,(919) 870-9107,35.89992189,-78.65215383,yes,yes,no,yes,
005781,Taco Bell #005781 - 1605 E. Ridge Road,1605 E. Ridge Road,1605 E. Ridge Road,Rochester,NY,14621,(585) 338-9660,43.19934344,-77.57451816,yes,yes,no,yes,
005789,Taco Bell #005789 - 1101 N. Collins,1101 N. Collins,1101 N. Collins,Arlington,TX,76011,(817) 261-7593,32.75192635,-97.09679242,yes,yes,no,yes,
005790,Taco Bell #005790 - 606 N. Davis,606 N. Davis,606 N. Davis,Cleveland,MS,38732,(662) 843-0459,33.75318897,-90.71521023,yes,yes,no,yes,
009243,Taco Bell #009243 - 4211 Waialae Ave,4211 Waialae Ave,4211 Waialae Ave,Honolulu,HI,96816,(808) 735-7115,21.27682,-157.787042,no,no,no,no,
009403,Taco Bell #009403 - 7150 Leetsdale Drive,7150 Leetsdale Drive,7150 Leetsdale Drive,Denver,CO,80224,(303) 377-5409,39.698859,-104.9052997,yes,yes,yes,yes,
009406,Taco Bell #009406 - 1730 Fry Road,1730 Fry Road,1730 Fry Road,Houston,TX,77084,(281) 492-7933,29.79106517,-95.71860011,yes,yes,yes,yes,
009409,Taco Bell #009409 - 2093 Lancaster Dr NE,2093 Lancaster Dr NE,2093 Lancaster Dr NE,Salem,OR,97305,(503) 585-6000,44.95480526,-122.9841477,yes,yes,no,yes,
009420,Taco Bell #009420 - 2769 W Washington Blvd,2769 W Washington Blvd,2769 W Washington Blvd,Stephenville,TX,76401,(254) 965-4312,32.20462106,-98.2379808,yes,yes,no,yes,
009435,Taco Bell #009435 - 990 Murfreesboro Road,990 Murfreesboro Road,990 Murfreesboro Road,Nashville,TN,37217,(615) 366-1030,36.1296396,-86.7140498,yes,yes,no,yes,
009441,Taco Bell #009441 - 440 N. Ellington Pkwy,440 N. Ellington Pkwy,440 N. Ellington Pkwy,Lewisburg,TN,37091,(931) 270-5000,35.45439734,-86.77763983,yes,yes,no,yes,
009442,Taco Bell #009442 - 127 W White Mountain Blvd,127 W White Mountain Blvd,127 W White Mountain Blvd,Lakeside,AZ,85929,(928) 367-0496,34.14272518,-109.9563156,yes,no,no,yes,
009452,Taco Bell #009452 - 4923 Lee Hwy,4923 Lee Hwy,4923 Lee Hwy,Arlington,VA,22207,(703) 525-2015,38.8966933,-77.12869181,yes,yes,yes,yes,
009455,Taco Bell #009455 - 1209 Delaware Avenue,1209 Delaware Avenue,1209 Delaware Avenue,McComb,MS,39648,(601) 684-6556,31.24721163,-90.46666239,yes,yes,no,yes,
009467,Taco Bell #009467 - 14175 Edgewood Dr,14175 Edgewood Dr,14175 Edgewood Dr,Baxter,MN,56425,(218) 828-6377,46.3570692,-94.24527168,yes,yes,no,yes,
009485,Taco Bell #009485 - 7502 Hwy 6 North,7502 Hwy 6 North,7502 Hwy 6 North,Houston,TX,77095,(281) 550-8099,29.88678264,-95.64334857,yes,yes,no,yes,
009488,Taco Bell #009488 - 2189 Solano Street,2189 Solano Street,2189 Solano Street,Corning,CA,96021,(530) 824-4141,39.92784206,-122.1970149,yes,yes,no,yes,
009489,Taco Bell #009489 - 3000 Yorba Linda Blvd,3000 Yorba Linda Blvd,3000 Yorba Linda Blvd,Fullerton,CA,92831,(714) 961-8749,33.88876705,-117.8743897,yes,yes,yes,yes,
009492,Taco Bell #009492 - 227 E. Little Creek Rd.,227 E. Little Creek Rd.,227 E. Little Creek Rd.,Norfolk,VA,23505,(757) 583-8077,36.9157552,-76.26835473,yes,yes,no,yes,
009499,Taco Bell #009499 - 6614 N Division St,6614 N Division St,6614 N Division St,Spokane,WA,99208,(509) 483-1022,47.71785729,-117.4107036,yes,yes,no,yes,
009507,Taco Bell #009507 - 450 Wallace Rd NW,450 Wallace Rd NW,450 Wallace Rd NW,Salem,OR,97304,(503) 362-7440,44.94620617,-123.0492434,yes,yes,no,yes,
009509,Taco Bell #009509 - 1220 Old Country Rd,1220 Old Country Rd,1220 Old Country Rd,Riverhead,NY,11901,(631) 727-4068,40.93010325,-72.68183027,yes,yes,no,yes,
009514,Taco Bell #009514 - 3160 Alpine Ave NW,3160 Alpine Ave NW,3160 Alpine Ave NW,Grand Rapids,MI,49544,(616) 784-6284,43.02070477,-85.68843216,yes,yes,no,yes,
009515,Taco Bell #009515 - 2501 Main St SE,2501 Main St SE,2501 Main St SE,Los Lunas,NM,87031,(505) 866-0161,34.80630716,-106.7029064,yes,yes,no,yes,
009535,Taco Bell #009535 - 4904 W Bellfort St,4904 W Bellfort St,4904 W Bellfort St,Houston,TX,77035,(713) 729-0175,29.67102413,-95.46238612,yes,yes,yes,yes,
009537,Taco Bell #009537 - 99-790 Ukee St,99-790 Ukee St,99-790 Ukee St,Waipahu,HI,96797,(808) 676-3999,21.41264417,-158.0005968,no,yes,no,yes,
009538,Taco Bell #009538 - 2821 E 81st Ave,2821 E 81st Ave,2821 E 81st Ave,Merrillville,IN,46410,(219) 947-7474,41.47040847,-87.30205393,yes,yes,no,yes,
009539,Taco Bell #009539 - 8714 Navarre Pkwy,8714 Navarre Pkwy,8714 Navarre Pkwy,Navarre,FL,32566,(850) 939-8180,30.40246823,-86.85841419,yes,yes,no,yes,
009540,Taco Bell #009540 - 1338 S. Broadway,1338 S. Broadway,1338 S. Broadway,Sulphur Springs,TX,75482,(903) 439-6067,33.11403716,-95.59623733,yes,yes,no,yes,
009541,Taco Bell #009541 - 49 E. Midland Trail,49 E. Midland Trail,49 E. Midland Trail,Lexington,VA,24450,(540) 463-1667,37.77660654,-79.43273753,yes,yes,no,yes,
009552,Taco Bell #009552 - 535 E. Idaho,535 E. Idaho,535 E. Idaho,Kalispell,MT,59901,(406) 755-8226,48.2037525,-114.306913,yes,yes,no,yes,
009556,Taco Bell #009556 - 3117 Freedom Drive,3117 Freedom Drive,3117 Freedom Drive,Charlotte,NC,28208,(704) 391-9860,35.24220531,-80.88972326,yes,yes,no,yes,
009558,Taco Bell #009558 - 41170 Big Bear Blvd,41170 Big Bear Blvd,41170 Big Bear Blvd,Big Bear Lake,CA,92315,(909) 866-7778,34.24388626,-116.9038868,yes,yes,no,yes,
009569,Taco Bell #009569 - 6217 Route 30,6217 Route 30,6217 Route 30,Greensburg,PA,15601,(724) 838-9226,40.305896,-79.592196,yes,yes,no,yes,
009571,Taco Bell #009571 - 512 W. 22nd Street,512 W. 22nd Street,512 W. 22nd Street,Stuttgart,AR,72160,(870) 673-3071,34.47972362,-91.55825347,yes,yes,no,yes,
009575,Taco Bell #009575 - 7414 Kingston Pike,7414 Kingston Pike,7414 Kingston Pike,Knoxville,TN,37919,(865) 584-6172,35.92909923,-84.03314978,yes,yes,no,yes,
009581,Taco Bell #009581 - 2560 N Perris Blvd,2560 N Perris Blvd,2560 N Perris Blvd,Perris,CA,92571,(951) 657-4420,33.81667847,-117.226604,yes,yes,no,yes,
009585,Taco Bell #009585 - 101 Norman Station Blvd,101 Norman Station Blvd,101 Norman Station Blvd,Mooresville,NC,28117,(704) 664-4402,35.5930997,-80.85669145,yes,yes,no,yes,
009587,Taco Bell #009587 - 222 Elmira Road,222 Elmira Road,222 Elmira Road,Ithaca,NY,14851,(607) 275-0193,42.42913496,-76.50748377,yes,yes,no,yes,
009591,Taco Bell #009591 - 2351 Ellsworth Road,2351 Ellsworth Road,2351 Ellsworth Road,Ypsilanti,MI,48197,(734) 434-1344,42.23015904,-83.64784952,yes,yes,no,yes,
009633,Taco Bell #009633 - 1215 S. Beretania St,1215 S. Beretania St,1215 S. Beretania St,Honolulu,HI,96814,(808) 592-1150,21.3011499,-157.8427434,no,yes,no,yes,
015193,Taco Bell #015193 - 441 Highway 105,441 Highway 105,441 Highway 105,Monument,CO,80132,(719) 488-0190,39.09492104,-104.8651738,yes,yes,no,yes,
015194,Taco Bell #015194 - 519 Plaza Drive,519 Plaza Drive,519 Plaza Drive,Fostoria,OH,44830,(419) 435-7212,41.17819167,-83.42229545,yes,yes,no,yes,
015195,Taco Bell #015195 - 275 W. Golf Road,275 W. Golf Road,275 W. Golf Road,Schaumburg,IL,60195,(847) 882-1360,42.04862461,-88.08614154,yes,yes,no,yes,
015200,Taco Bell #015200 - 334 Queen City Drive,334 Queen City Drive,334 Queen City Drive,Cumberland,MD,21502,(301) 777-7021,39.64850971,-78.75912179,yes,yes,no,yes,
015208,Taco Bell #015208 - 300 Cleveland,300 Cleveland,300 Cleveland,Muscatine,IA,52761,(563) 262-3036,41.45243338,-91.02951282,yes,no,no,yes,
015210,Taco Bell #015210 - 91 Smallwood Drive,91 Smallwood Drive,91 Smallwood Drive,Waldorf,MD,20602,(301) 843-8475,38.61086385,-76.92519126,yes,yes,no,yes,
